lnadjcloseSP500,lnadjcloseGE
-0.001217567,-0.005963047
0.002806925,0.004773279
0.000841337,0.000793336
0.005538296,-0.002381899
0.004180829,0.008311942
-0.001415273,0.006678477
-0.00285235,0.001564946
-0.005856208,-0.006667999
-0.000238139,-0.007902056
0.002513471,-0.005967792
0.00421193,0.009926625
0.000425737,0
-0.009599313,-0.010325747
0.001296372,0.001196888
-0.00298497,0.002389487
-0.0048987,-0.003985657
0.016296957,0.009143375
0.003666034,-0.001584159
1.57051E-05,-0.002380954
0.009355541,0.006731366
0.003649639,-0.002370606
-0.000356611,-0.005553366
0.003475411,0.006739371
-0.006294009,-0.01192383
0.001204506,0.002794971
-0.003641262,-0.004796172
-0.003904943,-0.003210276
0.005548265,-0.004027392
-0.018496284,-0.038672034
0.001845319,-0.002519951
0.002402517,-0.009719071
-0.001722272,-0.006389798
0.007208985,0.008086871
0.007734003,-0.002121792
0.001144454,-0.000424899
-0.003983991,-0.00554018
0.001857533,0.011894788
-0.009102009,-0.007630389
-0.00537307,-0.001277411
0.000782903,-0.002986987
-0.008127674,-0.013769581
0.008625566,0.013342139
-0.001478594,0.005542542
0.002536779,0.010993768
-0.003265019,-0.001262361
0.009982788,0.006295928
0.003498299,0
0.007301405,-0.002933168
-0.001661091,0.007525119
-0.003275923,-0.007525119
0.007485379,0.008357759
-0.003782276,-0.00375235
0.001272689,-0.003766483
0.003630667,0.005435932
-0.010455357,-0.013434291
0.008227427,-0.003386963
-0.001627668,0.002541297
-0.001482707,0.006745388
-0.006992845,0.000839983
-0.001863642,0.001677853
0.002027914,0.008347294
-0.004892784,-0.006672252
0.007197572,0.013300279
0.002112608,0.000412797
0.010342475,0.003296253
0.004260726,0.018745455
0.001771235,-0.000807754
0.001469812,0.003629768
-0.001661353,-0.000402658
-0.00603312,-0.004439967
0.00600247,0.00524512
-0.002585636,-0.011738649
0.000982869,-0.004897969
-0.001028965,-0.004922077
-0.006458995,-0.005773212
0.007441909,0.009876623
-0.00202832,0.021070472
-0.00414625,0.003602165
0.002267925,-0.002400001
0.006237202,0.0004004
0.004301838,-0.008442261
-0.001923224,0.002822014
-0.010397323,-0.014190386
0.000864158,-0.003271987
-0.007781116,0.004088313
0.001204029,0.011762456
0.000776024,-0.016670441
-0.00294432,-0.017787439
0.016933148,0.017377351
0.002025058,0.000410088
0.00116732,0.006945891
-0.000137261,-0.004488887
-0.002420412,-0.001227747
-0.004881516,0.001227747
0.002815337,0.004895971
0.003296206,0.00851069
0.000679304,0.004830927
-0.004144054,-0.006042314
0.006125898,0.002824291
-0.00388353,-0.002420332
0.003152229,0.01164438
0.010242659,0.010325747
-0.000830057,-0.004752484
0.000362291,0
-0.001729614,-0.008371586
-0.012880727,-0.005620248
-0.011304776,-0.006867327
0.002521523,0.008476337
-0.001871197,0.006410278
-0.016984486,-0.010841303
-0.006721639,-0.007700139
0.004128381,0.000406752
-0.003922349,-0.002850745
-0.004359485,-0.001632653
0.001582411,0.00732604
0.011305894,0.004450746
0.005703021,-0.002425224
-0.015976529,-0.008126822
0.008079223,0.0061013
0.012223331,0.00847976
0.001950326,0.003211564
-0.017960076,-0.01290861
-0.001138727,0.009697046
-0.00611113,-0.00443281
0.001416025,0.00483482
-0.004485652,-0.014575157
-0.011937131,-0.005725987
-0.011173845,-0.004110158
0.005175805,0.004930166
0.021012759,0.006128722
-0.003684655,-0.005309386
-0.00915858,-0.006161449
-8.0637E-06,-0.000412116
0.009693855,-0.001237369
-0.005284663,-0.005379694
-0.000883499,-0.002076844
0.004857608,0.001246624
-0.009125441,-0.010016778
0.00547241,0.001676446
0.021335773,0.010414591
-0.002099825,-0.009577421
0.007834136,0.011233736
-0.007275325,-0.000413822
0.00249117,0.00536637
-0.006772853,-0.005780363
0.001468719,0.004544523
0.004008242,-0.005787532
-0.010928466,-0.006238323
-0.013051591,-0.01175003
-0.004906243,-0.017458395
-0.001384229,0.008128387
0.001917981,0.002978092
0.018385006,0.01266374
-0.008513607,-0.012239022
-0.007102086,-0.00681724
0.016488459,0.011054534
0.006300939,0.002533785
-0.000378358,-0.000421852
-0.00410808,-0.000844238
0.012078439,0.01091989
-0.001479331,-0.0096538
-0.004506245,-0.004226549
0.005093543,0.001269841
0.002236403,0.003799878
-0.00071104,0.002525254
-0.002810035,-0.003368424
-0.003368342,-0.011026405
-0.004358748,-0.001707213
0.004618254,0.011889737
-0.003994412,-0.005078301
0.001159786,0.009710864
0.013603521,0.01169604
0.007632708,0.015248595
0.001581235,0.006116227
0.00370801,0.002436055
-0.003677182,-0.001217286
0.00100141,0
-0.004498794,-0.005292095
0.002371527,0.002038737
-0.000748702,-0.000407415
0.005152368,0.002442004
0.001918606,0.007693903
0.000835361,0.002417406
-0.001188108,-0.006054509
0.005499415,0.002426204
0.001707148,-0.005264236
-0.009940736,-0.000406091
-0.004810593,0.002434078
0.003779498,-0.000810701
0.000477206,0.012492607
0.01030424,0.006785099
0.00385395,0.004761914
-0.001358969,-0.001584786
0.002564551,0.001980591
0.001151149,0.000791139
-0.002683019,-0.000791139
0.005706042,0.005131253
-0.005410102,-0.009891277
-0.002468846,-0.001193555
0.008776536,0.014229489
0.007496129,0.015576639
0.000179578,-0.002708456
0.001711849,0.003866981
-0.00226565,-0.005029997
-0.003396862,0.005801602
0.002093472,0.005768138
0.011988327,0.011058263
0.002234208,0.00529502
-0.002686095,-0.00415801
0.000792519,0.000378716
0.00204136,0.003779294
-0.002567168,-0.003400721
0.009495865,0.001134859
0.002045118,-0.006447965
0.002515835,-0.011866168
-0.003666157,0
0.001282122,0
0.000848959,-0.007731001
0.001199023,0.00541797
0.006133424,0.001542615
0.0002614,-0.003087613
0.003507758,0.005397083
0.004950755,-0.000769231
-0.008487555,-0.010442949
0.00042827,-0.000388878
7.25724E-06,-0.002726389
-0.00737871,-0.005867414
-0.000343674,-0.005507488
-0.00222577,0.001970444
0.01128259,0.014073727
0.002215289,0.007733991
0.002080505,0.001154957
-0.005347239,-0.008500824
0.001862839,-0.003109214
0.002545819,0.005434796
0.006336335,0.006175242
0.002401616,0.00575486
0.002281563,0.004580161
0.001028219,0.008342862
-0.000499697,-0.007581537
0.001648052,-0.004959003
0.002335435,0.005339448
-0.003662225,-0.008403411
-0.013647797,-0.006928434
0.003438465,-0.006976772
0.009159493,0.004269364
0.000821396,-0.001938361
-0.002802664,0
0.008845925,0.003099576
0.003994509,-0.0034877
-0.001315576,-0.004669269
-0.003978461,0.001558847
0.001810354,0.003110422
0.002267189,-0.001554002
-0.001047936,0.01198082
0.001168237,-0.003849119
0.008651902,0.019855559
0.001121792,0.031264176
-0.003235579,0.016715505
0.002155877,0.000360295
-0.001418002,0.003595833
-0.003680731,-0.002515725
-0.005330405,-0.005412245
0.00434282,0.003971841
0.006990822,0.001800181
-0.001479887,-0.007945148
-0.004523351,-0.007278053
-0.001199337,0.020246534
0.001227539,-0.005743017
-0.006103164,-0.005052338
0.002217854,-0.00036186
-0.000516823,0
0.001938479,0.00036186
0.006319882,0.00936269
0.004841403,-0.000717103
0.00081743,0.005722476
-0.000894317,-0.003572708
-0.002975161,0.000715564
0.002891278,-0.027925659
-0.005291852,-0.005532007
0.00353568,-0.005562781
0.008465526,0.002599816
-0.011333801,-0.008193714
-0.00120868,-0.007507543
-0.00109751,0.003385371
0.005755533,-0.00451638
0.006571215,0.000377145
0.005339485,0.005265149
0.001692966,0.001124649
-0.000967058,0.002619272
0.000697757,-0.001495887
0.001394055,-0.006006024
-0.00117999,-0.009837385
-0.007102376,-0.006102231
-0.003266668,0.00305577
0.007568765,0.003806628
0.007614985,0.019191558
0.001037049,-0.008985459
-0.000872148,-0.007550055
0.002840268,0.006797609
-0.001405405,-0.005661461
-0.000857924,-0.00645531
-0.003569995,-0.00841627
-0.00125493,0.006891298
-0.035342692,-0.019650025
0.005545551,0.007365802
-0.002597875,0.002314816
-0.011468262,-0.003474236
-0.009452174,-0.009324077
0.015374753,0.005061331
-0.002468269,-0.011326034
0.007101316,0.003528724
0.000677427,-0.003921574
0.002676692,0.003530108
-0.020578557,-0.010232281
0.006668813,0.006309169
0.003676991,0.006269613
-0.003835599,-0.004698521
0.010835492,0.008986191
0.006313565,0.002718976
0.016936574,0.020350098
-0.000348483,0.00945723
0.001093829,0
0.000967424,0.005257241
-0.00620355,-0.006010537
-0.007997681,-0.006805319
0.003732714,0
-0.001174654,-0.005325231
0.002593652,-0.001908762
0.009237328,0.000763942
0.001112216,-0.005743841
0.003045304,-0.002691792
0.000588567,-0.006955206
0.002613206,0.003097176
-0.006594511,0.001930875
0.00618708,0.006537228
0.003481982,0.005732865
0.010598556,-0.000762486
0.002142996,-0.004587164
0.00069294,-0.001917546
-0.00120276,-0.003846159
0.00921809,0.003846159
-0.002306697,-0.009255754
-0.000351192,-0.001163016
0.010088027,0.018447871
-0.000782695,0.012112184
-0.000120469,0.027459981
-0.007861781,0.000365965
0.002647652,0.006564575
0.006451592,0.005799219
0.004315771,0.000722543
0.0021476,-0.005068802
0.002560447,0.002537612
-0.001166645,-0.004354143
0.003218226,0.004716134
-0.014054591,-0.013114942
0.009595312,0.005485477
-0.001794617,-0.01026402
-0.001304779,0.001104769
0.008589494,0.005139512
-0.000918434,-0.008088279
0.006588724,0.011743254
0.001542071,0.003641665
-0.000642787,0.006521762
-0.001207983,0.006838249
-0.009749928,-0.005755412
0.005437888,0.004678792
0.001568969,-0.004318107
0.007951911,0.00897511
0.000254831,-0.003939128
0.003730082,-0.00359454
0.001846843,0.009675761
-0.005361349,-0.011117203
-0.008903294,-0.002889132
-0.017725939,-0.014205302
0.011306188,0.014928368
0.000961287,0.003967544
-0.010739181,-0.011221837
0.015070067,0.015890547
0.00480479,0.004290318
0.006505514,0.008525807
-0.001214115,-0.001415929
0.001729342,0.031726559
-0.013694438,-0.005850989
0.006161408,0.000345125
-0.012979767,-0.014598799
-0.003213015,-0.000700525
-0.003243467,-0.004917467
0.008969029,0.00105578
-0.00041832,0.001405976
-0.001568596,0.004206105
0.010639313,-0.000349834
0.003573896,0.011480384
0.00034751,-0.004159451
0.003298605,-0.001738224
0.00092088,0.003820112
-0.014287037,-0.018894894
0.005705095,0.007741066
0.018875745,0.020812406
0.003096577,0.012621692
-0.001921329,0.015806618
-9.68089E-05,0.01457462
-0.002067491,-0.006598506
0.004459151,0.006598506
-0.012296166,-0.01457462
0.004857488,0.01720188
-0.020003222,-0.014868934
0.00465481,0.004980917
-0.023615194,-0.022104048
-0.016120773,-0.019145884
0.010201735,0.012350071
-0.012727283,-0.013040679
0.00721654,0.004824268
0.00434989,0.00206044
-0.026945862,-0.025009987
0.023864091,0.026723784
0.006140531,0.009882514
0.013973733,0.024452734
-0.03009805,-0.038453304
0.000378432,-0.018393717
-0.000495431,-0.001402033
-0.018323393,-0.013062851
-0.014005396,-0.020826606
0.003243472,0.008310798
0.024269621,0.0329175
-0.000269757,-0.005936808
0.001085502,0.003147406
0.011644854,0.020391237
-0.001072928,-0.000342173
0.011469021,0.007500888
-0.008539982,-0.010585723
-0.023752906,-0.024675448
0.021685034,0.017094433
-0.004189778,-0.00798754
0.01115432,0.012129762
0.010413773,0.004468129
-0.011567771,-0.007573186
0.004242866,0.016789841
-0.017053038,-0.016789841
-0.001273557,0.01133838
0.013540209,0.007827163
4.75697E-05,0.01011813
0.008384389,0.015318315
0.000202143,-0.003973515
-0.005133586,-0.004322534
0.028789579,0.036641325
0.00606796,0.00224611
-0.006745919,-0.006108362
0.004598464,0.000322425
-0.005270295,-0.009718249
-0.000342676,0.006165848
0.00539666,0.003874722
0.003899508,0.002896221
-0.003027997,0.000321285
0.013202135,0.014985136
-0.000265057,0.00221274
-0.004562223,-0.013670536
0.002108727,0.003833871
0.009514881,0.001593118
-0.003221692,-0.005747142
0.008063603,0.011777949
-0.001713764,-0.005076153
-0.00517185,-0.005102052
0.00474295,-0.013842165
-0.008416676,-0.005199882
-0.006594911,-0.000977995
0.001759872,0.005529368
-0.000752924,-0.005203264
-0.025949343,-0.018427636
0.003791209,0.003315653
0.008764333,0.007584538
-0.002444433,-0.006261349
-0.000976808,-0.00165426
0.013693454,0.005284028
0.003705803,0.004600731
-0.006484398,-0.001969151
0.011920671,0.016615466
-0.026778847,-0.020235677
0.000801832,0
-0.004967107,-0.003302513
0.011977221,-0.000661813
-0.02980971,-0.027518515
-0.000576195,-0.001702708
-0.014390015,-0.016495219
-0.010038524,-0.00347102
0.028677789,0.024726534
-0.007094415,-0.005101184
-0.013300535,-0.017888334
0.005216704,0.008640109
-0.017614502,-0.012814028
0.004476212,-0.003141912
-0.016055126,-0.022989518
0.016749474,0.013504114
-0.02351298,-0.025381166
0.014819788,0.019362383
0.028159596,0.026630866
0.000476395,-0.008333382
0.007740155,0.003828089
-0.005904756,-0.036071803
-0.006561735,-0.018535875
0.015075935,0.012395346
0.014925002,0.015102768
-0.001779549,-0.000714031
0.007481943,0.004632112
-0.025595914,-0.010362787
0.006031919,0.006087754
0.00122353,0.008885788
-0.013841566,-0.018211537
-0.015134905,-0.011598535
0.00626019,0.008711489
-0.00136177,-0.006162789
0.00488824,0.007246409
0.016532446,0.016825169
0.008044567,0.010242011
0.000808254,0.000702494
-0.014385254,-0.009880109
0.00150266,0.004246291
-0.006875165,-0.007442884
-0.014543117,-0.008215799
0,0.001075462
-0.02485795,-0.021000048
0.003218041,0.004016803
-0.018522677,-0.021735982
0.013532064,0.011111225
0.007916746,0.003309435
-0.013688696,-0.021147143
0.010811991,0.008215132
-0.025240865,-0.026376812
-0.005627886,0.000763359
-0.029524212,-0.039693927
-0.006063725,0.032418383
-0.011147102,-0.007716088
0.021215548,0.015754408
0.01001246,0.0019044
-0.015999268,-0.019209196
0.017396148,0.021109976
0.006140816,0.001138736
-0.004775386,0.005297023
0.01663316,0.012003145
0.012163223,0.022124796
-0.01051792,-0.022124796
-0.032518523,-0.033361699
-0.007652802,0
0.00785478,0.000770713
-0.004212584,-0.011623533
0.005871752,0.005053461
0.007239642,0.010798408
0.013512376,0.01749094
-0.013512376,-0.017107431
0.000837394,-0.000383509
-0.000896705,-0.00268869
0.008306278,0.002305034
-0.012950865,-0.010802574
0.007849753,-0.003886519
0.013718099,0.019283282
0.006894099,-0.008053735
-0.000919853,0.002691792
-0.008982118,-0.005390849
-0.027463359,-0.021069839
0.00053344,0.0078555
-0.003453611,0.003514942
0.005224692,0.004667453
-0.022259869,-0.024353128
-0.008445951,-0.019269966
-0.015584286,-0.016759027
0.03645711,0.052199726
-0.009036275,0.016683219
0.005113853,0.008429169
-0.021002301,-0.012670548
-0.008999024,0.014957134
0.041534885,0.051559723
-0.024587038,-0.015300845
0.023662313,0.051862149
0.015205246,-0.002442856
0.002301259,-0.003500179
-0.008804416,-0.003512473
-0.011526662,-0.008125818
-0.007981928,-0.006048764
0.00567115,0.010649728
0.035267016,0.037766484
-0.001935925,-0.010596578
0.00130077,-0.004822607
0.000795705,-0.007625687
0.00156037,-0.008034978
-0.005113083,-0.008100062
-0.008124955,-0.013886639
0.00446403,0.008212865
-0.020584529,-0.136584209
-0.003389515,-0.009420508
0.004589249,0.006971527
0.022437717,0.008140053
0.000622649,-0.006914813
0.017976528,0.021002387
-0.001554796,-0.007220248
-0.008849199,-0.00403389
0.002895639,0.000808081
0.006421692,0.014036725
